Customer_ID,Customer_Name,Gender,Age,City,State,Region,Signup_Date,Customer_Segment,Acquisition_Channel
CUST1575,Swati Iyer,Female,41,Surat,Gujarat,West,2025-04-19,Standard,Retail
CUST1271,Anil Choudhury,Male,27,Bhopal,Madhya Pradesh,Central,2025-04-20,Standard,Retail
CUST1948,Varun Bose,Male,56,Nagpur,Maharashtra,Central,2025-04-20,Standard,Online
CUST1173,Arjun Gupta,Male,37,Indore,Madhya Pradesh,Central,2025-04-21,Standard,Referral
CUST1537,Ananya Patel,Female,29,Kolkata,West Bengal,East,2025-04-21,Standard,Social Media
CUST1002,Priya Kumar,Female,40,Hyderabad,Telangana,South,2025-04-22,Standard,Retail
CUST1309,Suresh Mehta,Male,35,Nagpur,Maharashtra,Central,2025-04-22,Standard,Organic Search
CUST1560,Divya Rao,Female,43,Pune,Maharashtra,West,2025-04-22,Enterprise,Retail
CUST1628,Aditya Rao,Male,41,Surat,Gujarat,West,2025-04-22,Premium,Online
CUST1286,Divya Reddy,Female,25,Lucknow,Uttar Pradesh,North,2025-04-23,Enterprise,Referral
CUST1854,Tanvi Singh,Female,30,Kolkata,West Bengal,East,2025-04-23,Standard,Retail
CUST1052,Tanvi Kumar,Female,41,Bhopal,Madhya Pradesh,Central,2025-04-24,Standard,Organic Search
CUST1159,Aishwarya Rao,Female,29,Indore,Madhya Pradesh,Central,2025-04-24,Enterprise,Online
CUST1426,Amit Kumar,Male,24,Chennai,Tamil Nadu,South,2025-04-24,Standard,Social Media
CUST1169,Ananya Reddy,Female,28,Bhopal,Madhya Pradesh,Central,2025-04-25,Premium,Referral
CUST1507,Rohan Choudhury,Male,41,Lucknow,Uttar Pradesh,North,2025-04-25,Premium,Online
CUST1529,Divya Singh,Female,30,Indore,Madhya Pradesh,Central,2025-04-25,Standard,Referral
CUST1106,Deepak Sharma,Male,37,Nagpur,Maharashtra,Central,2025-04-26,Premium,Organic Search
CUST1144,Aditya Sharma,Male,50,New Delhi,Delhi,North,2025-04-26,Premium,Social Media
CUST1305,Vikram Nair,Male,38,Lucknow,Uttar Pradesh,North,2025-04-26,Standard,Social Media
CUST1924,Sunita Bose,Female,36,Patna,Bihar,East,2025-04-26,Standard,Online
CUST1475,Neha Patel,Female,43,Kochi,Kerala,South,2025-04-27,Standard,Email Campaign
CUST1646,Amit Verma,Male,18,Ahmedabad,Gujarat,West,2025-04-27,Standard,Social Media
CUST1139,Naveen Reddy,Male,33,Pune,Maharashtra,West,2025-04-28,Premium,Referral
CUST1602,Preeti Das,Female,36,Hyderabad,Telangana,South,2025-04-28,Standard,Online
CUST1134,Aditya Choudhury,Male,27,New Delhi,Delhi,North,2025-04-29,Standard,Online
CUST1331,Manoj Joshi,Male,36,Bhubaneswar,Odisha,East,2025-04-29,Premium,Online
CUST1124,Arjun Singh,Male,34,Kolkata,West Bengal,East,2025-04-30,Premium,Referral
CUST1155,Amit Bose,Male,34,Jaipur,Rajasthan,North,2025-04-30,Standard,Online
CUST1420,Divya Das,Female,32,Mumbai,Maharashtra,West,2025-04-30,Standard,Online
CUST1696,Vikram Rao,Male,33,Lucknow,Uttar Pradesh,North,2025-04-30,Standard,Online
CUST1149,Rahul Kumar,Male,30,Kochi,Kerala,South,2025-05-01,Premium,Online
CUST1185,Divya Joshi,Female,46,New Delhi,Delhi,North,2025-05-01,Standard,Online
CUST1961,Sunita Gupta,Female,40,New Delhi,Delhi,North,2025-05-01,Standard,Social Media
CUST1963,Pradeep Mehta,Male,27,Kolkata,West Bengal,East,2025-05-01,Enterprise,Online
CUST1984,Rahul Patel,Male,40,Mumbai,Maharashtra,West,2025-05-01,Premium,Organic Search
CUST1211,Manoj Joshi,Male,26,Pune,Maharashtra,West,2025-05-02,Standard,Online
CUST1302,Meera Reddy,Female,18,Ahmedabad,Gujarat,West,2025-05-02,Standard,Online
CUST1373,Divya Bose,Female,37,Kochi,Kerala,South,2025-05-02,Standard,Social Media
CUST1416,Ananya Singh,Female,35,Indore,Madhya Pradesh,Central,2025-05-02,Standard,Email Campaign
CUST1744,Karthik Choudhury,Male,29,Bhopal,Madhya Pradesh,Central,2025-05-02,Standard,Social Media
CUST1797,Divya Singh,Female,38,Bhopal,Madhya Pradesh,Central,2025-05-02,Premium,Online
CUST1396,Neha Gupta,Female,36,Chennai,Tamil Nadu,South,2025-05-03,Standard,Online
CUST1402,Vikram Joshi,Male,44,Bhubaneswar,Odisha,East,2025-05-03,Standard,Online
CUST1299,Rahul Mehta,Male,27,Bengaluru,Karnataka,South,2025-05-04,Standard,Online
CUST1954,Anil Das,Male,21,New Delhi,Delhi,North,2025-05-04,Standard,Social Media
CUST1027,Pooja Iyer,Female,48,Bhopal,Madhya Pradesh,Central,2025-05-05,Premium,Social Media
CUST1154,Rahul Mehta,Male,57,Ahmedabad,Gujarat,West,2025-05-05,Enterprise,Social Media
CUST1272,Sneha Sharma,Female,36,Lucknow,Uttar Pradesh,North,2025-05-05,Standard,Organic Search
CUST1338,Arjun Choudhury,Male,40,Nagpur,Maharashtra,Central,2025-05-05,Standard,Online
CUST1709,Sneha Mehta,Female,33,Chennai,Tamil Nadu,South,2025-05-05,Enterprise,Organic Search
CUST1842,Swati Verma,Female,29,Patna,Bihar,East,2025-05-05,Enterprise,Online
CUST1300,Aditya Reddy,Male,23,Chennai,Tamil Nadu,South,2025-05-06,Premium,Referral
CUST1733,Manoj Sharma,Male,18,Chennai,Tamil Nadu,South,2025-05-06,Standard,Referral
CUST1394,Divya Mehta,Female,36,New Delhi,Delhi,North,2025-05-07,Standard,Online
CUST1705,Sunita Reddy,Female,38,Indore,Madhya Pradesh,Central,2025-05-07,Standard,Online
CUST1731,Tanvi Reddy,Female,26,Patna,Bihar,East,2025-05-07,Standard,Social Media
CUST1860,Arjun Nair,Male,31,Lucknow,Uttar Pradesh,North,2025-05-07,Standard,Retail
CUST1998,Deepak Choudhury,Male,23,Hyderabad,Telangana,South,2025-05-07,Premium,Social Media
CUST1249,Rahul Patel,Male,50,Bhubaneswar,Odisha,East,2025-05-08,Enterprise,Organic Search
CUST1425,Rahul Nair,Male,41,Nagpur,Maharashtra,Central,2025-05-08,Standard,Online
CUST1479,Rohan Singh,Male,38,Chennai,Tamil Nadu,South,2025-05-08,Standard,Online
CUST1666,Tanvi Kumar,Female,30,Kochi,Kerala,South,2025-05-08,Standard,Email Campaign
CUST1568,Amit Kumar,Male,28,Chandigarh,Punjab,North,2025-05-09,Standard,Retail
CUST1593,Divya Reddy,Female,24,Indore,Madhya Pradesh,Central,2025-05-09,Standard,Organic Search
CUST1951,Kavita Gupta,Female,28,Kolkata,West Bengal,East,2025-05-09,Premium,Referral
CUST1962,Manoj Gupta,Male,28,Indore,Madhya Pradesh,Central,2025-05-09,Standard,Online
CUST1215,Deepak Bose,Male,21,Surat,Gujarat,West,2025-05-10,Premium,Referral
CUST1820,Naveen Sharma,Male,49,Chandigarh,Punjab,North,2025-05-10,Standard,Social Media
CUST1090,Aditya Singh,Male,38,Surat,Gujarat,West,2025-05-13,Standard,Organic Search
CUST1314,Arjun Verma,Male,20,Bengaluru,Karnataka,South,2025-05-14,Standard,Retail
CUST1013,Sneha Patel,Female,43,Nagpur,Maharashtra,Central,2025-05-15,Premium,Referral
CUST1406,Neha Iyer,Female,45,Hyderabad,Telangana,South,2025-05-15,Premium,Retail
CUST1513,Vikram Sharma,Male,36,Jaipur,Rajasthan,North,2025-05-15,Premium,Email Campaign
CUST1033,Preeti Kumar,Female,34,Kolkata,West Bengal,East,2025-05-16,Enterprise,Social Media
CUST1253,Neha Iyer,Female,38,New Delhi,Delhi,North,2025-05-16,Premium,Social Media
CUST1422,Aditya Patel,Male,42,Patna,Bihar,East,2025-05-16,Premium,Online
CUST1051,Aishwarya Choudhury,Female,22,Lucknow,Uttar Pradesh,North,2025-05-17,Standard,Social Media
CUST1222,Divya Choudhury,Female,39,Indore,Madhya Pradesh,Central,2025-05-17,Premium,Social Media
CUST1982,Arjun Singh,Male,43,Jaipur,Rajasthan,North,2025-05-17,Standard,Referral
CUST1474,Rahul Joshi,Male,24,Bhopal,Madhya Pradesh,Central,2025-05-18,Premium,Online
CUST1476,Aishwarya Bose,Female,19,Ahmedabad,Gujarat,West,2025-05-18,Premium,Retail
CUST1662,Rohan Sharma,Male,46,Pune,Maharashtra,West,2025-05-18,Standard,Referral
CUST1010,Rohan Das,Male,55,Kolkata,West Bengal,East,2025-05-19,Enterprise,Retail
CUST1094,Divya Joshi,Female,47,Patna,Bihar,East,2025-05-19,Standard,Online
CUST1327,Suresh Singh,Male,45,Bhopal,Madhya Pradesh,Central,2025-05-19,Standard,Online
CUST1906,Tanvi Bose,Female,28,Pune,Maharashtra,West,2025-05-19,Premium,Social Media
CUST1043,Vikram Sharma,Male,45,New Delhi,Delhi,North,2025-05-20,Standard,Online
CUST1138,Varun Gupta,Male,34,Kolkata,West Bengal,East,2025-05-21,Standard,Organic Search
CUST1188,Ritu Gupta,Female,24,Pune,Maharashtra,West,2025-05-21,Standard,Referral
CUST1225,Arjun Bose,Male,44,Bhubaneswar,Odisha,East,2025-05-21,Premium,Social Media
CUST1241,Tanvi Sharma,Female,33,Nagpur,Maharashtra,Central,2025-05-21,Standard,Online
CUST1430,Anil Singh,Male,26,Chandigarh,Punjab,North,2025-05-21,Standard,Organic Search
CUST1805,Varun Mehta,Male,33,Mumbai,Maharashtra,West,2025-05-21,Premium,Online
CUST1841,Pradeep Kumar,Male,27,Kochi,Kerala,South,2025-05-21,Standard,Referral
CUST1581,Sneha Kumar,Female,27,Bhubaneswar,Odisha,East,2025-05-22,Premium,Online
CUST1619,Anil Singh,Male,20,Hyderabad,Telangana,South,2025-05-22,Premium,Referral
CUST1670,Divya Kumar,Female,29,Chandigarh,Punjab,North,2025-05-22,Standard,Referral
CUST1822,Neha Verma,Female,30,Hyderabad,Telangana,South,2025-05-22,Premium,Referral
CUST1004,Arjun Nair,Male,25,Ahmedabad,Gujarat,West,2025-05-23,Standard,Email Campaign
CUST1078,Divya Rao,Female,41,Kolkata,West Bengal,East,2025-05-23,Premium,Social Media
CUST1890,Karthik Iyer,Male,29,Lucknow,Uttar Pradesh,North,2025-05-23,Standard,Online
CUST1632,Ritu Verma,Female,22,Indore,Madhya Pradesh,Central,2025-05-24,Standard,Social Media
CUST1412,Deepak Sharma,Male,43,Patna,Bihar,East,2025-05-25,Premium,Online
CUST1791,Rahul Joshi,Male,18,Kochi,Kerala,South,2025-05-25,Premium,Online
CUST1382,Aditya Patel,Male,23,Ahmedabad,Gujarat,West,2025-05-26,Standard,Retail
CUST1607,Deepak Verma,Male,33,Hyderabad,Telangana,South,2025-05-26,Standard,Retail
CUST1659,Ananya Nair,Female,26,Mumbai,Maharashtra,West,2025-05-26,Premium,Retail
CUST1850,Rahul Gupta,Male,49,Surat,Gujarat,West,2025-05-26,Standard,Online
CUST1881,Divya Patel,Female,34,Surat,Gujarat,West,2025-05-26,Standard,Online
CUST1294,Naveen Das,Male,36,Chennai,Tamil Nadu,South,2025-05-27,Standard,Social Media
CUST1547,Meera Reddy,Female,47,Nagpur,Maharashtra,Central,2025-05-27,Premium,Referral
CUST1770,Anil Singh,Male,31,Jaipur,Rajasthan,North,2025-05-27,Standard,Online
CUST1804,Aishwarya Joshi,Female,32,Bengaluru,Karnataka,South,2025-05-27,Standard,Online
CUST1269,Divya Das,Female,21,Mumbai,Maharashtra,West,2025-05-28,Standard,Social Media
CUST1366,Manoj Verma,Male,38,Bhopal,Madhya Pradesh,Central,2025-05-28,Standard,Online
CUST1894,Shreya Nair,Female,34,Patna,Bihar,East,2025-05-28,Standard,Social Media
CUST1007,Meera Singh,Female,33,Lucknow,Uttar Pradesh,North,2025-05-29,Enterprise,Organic Search
CUST1181,Meera Nair,Female,21,Bhubaneswar,Odisha,East,2025-05-29,Standard,Online
CUST1802,Kavita Rao,Female,27,Pune,Maharashtra,West,2025-05-29,Standard,Social Media
CUST1104,Ritu Joshi,Female,37,Bhopal,Madhya Pradesh,Central,2025-05-30,Standard,Online
CUST1132,Rahul Rao,Male,47,Chennai,Tamil Nadu,South,2025-05-31,Standard,Referral
CUST1554,Pradeep Joshi,Male,18,Jaipur,Rajasthan,North,2025-05-31,Standard,Email Campaign
CUST1675,Vikram Choudhury,Male,47,Nagpur,Maharashtra,Central,2025-05-31,Standard,Referral
CUST1096,Ananya Bose,Female,18,Jaipur,Rajasthan,North,2025-06-01,Standard,Online
CUST1143,Tanvi Verma,Female,33,Bhopal,Madhya Pradesh,Central,2025-06-01,Premium,Online
CUST1245,Sunita Patel,Female,18,Kolkata,West Bengal,East,2025-06-02,Standard,Social Media
CUST1268,Swati Patel,Female,23,Lucknow,Uttar Pradesh,North,2025-06-02,Premium,Social Media
CUST1372,Arjun Bose,Male,26,Lucknow,Uttar Pradesh,North,2025-06-02,Premium,Online
CUST1573,Aishwarya Mehta,Female,38,New Delhi,Delhi,North,2025-06-02,Premium,Organic Search
CUST1970,Ananya Choudhury,Female,43,Lucknow,Uttar Pradesh,North,2025-06-02,Standard,Organic Search
CUST1042,Sanjay Bose,Male,37,Nagpur,Maharashtra,Central,2025-06-03,Enterprise,Online
CUST1788,Sanjay Choudhury,Male,25,Ahmedabad,Gujarat,West,2025-06-03,Standard,Organic Search
CUST1486,Neha Singh,Female,20,Patna,Bihar,East,2025-06-04,Premium,Social Media
CUST1511,Ritu Joshi,Female,41,Bengaluru,Karnataka,South,2025-06-04,Standard,Online
CUST1710,Priya Rao,Female,30,Kochi,Kerala,South,2025-06-06,Standard,Online
CUST1717,Swati Choudhury,Female,33,Indore,Madhya Pradesh,Central,2025-06-06,Standard,Referral
CUST1880,Ritu Patel,Female,44,New Delhi,Delhi,North,2025-06-06,Standard,Online
CUST1335,Arjun Nair,Male,32,Bengaluru,Karnataka,South,2025-06-07,Standard,Social Media
CUST1183,Suresh Nair,Male,24,Kolkata,West Bengal,East,2025-06-08,Premium,Online
CUST1654,Swati Gupta,Female,50,Nagpur,Maharashtra,Central,2025-06-08,Enterprise,Referral
CUST1023,Pooja Choudhury,Female,19,Jaipur,Rajasthan,North,2025-06-09,Standard,Social Media
CUST1504,Suresh Joshi,Male,49,Surat,Gujarat,West,2025-06-09,Standard,Referral
CUST1343,Vikram Rao,Male,22,Bhopal,Madhya Pradesh,Central,2025-06-10,Standard,Referral
CUST1544,Tanvi Joshi,Female,28,Nagpur,Maharashtra,Central,2025-06-10,Premium,Organic Search
CUST1816,Sunita Joshi,Female,43,Chandigarh,Punjab,North,2025-06-10,Standard,Social Media
CUST1975,Aishwarya Gupta,Female,39,Pune,Maharashtra,West,2025-06-10,Standard,Online
CUST1419,Deepak Gupta,Male,40,Mumbai,Maharashtra,West,2025-06-11,Enterprise,Referral
CUST1626,Sanjay Joshi,Male,18,Lucknow,Uttar Pradesh,North,2025-06-11,Standard,Referral
CUST1694,Vikram Singh,Male,35,Jaipur,Rajasthan,North,2025-06-11,Standard,Social Media
CUST1129,Varun Rao,Male,44,Kolkata,West Bengal,East,2025-06-12,Premium,Organic Search
CUST1673,Arjun Iyer,Male,35,Lucknow,Uttar Pradesh,North,2025-06-12,Enterprise,Social Media
CUST1112,Divya Nair,Female,36,Ahmedabad,Gujarat,West,2025-06-14,Premium,Organic Search
CUST1223,Deepak Reddy,Male,39,Pune,Maharashtra,West,2025-06-14,Standard,Online
CUST1434,Preeti Reddy,Female,33,Indore,Madhya Pradesh,Central,2025-06-14,Standard,Online
CUST1564,Priya Patel,Female,32,Jaipur,Rajasthan,North,2025-06-14,Standard,Organic Search
CUST1661,Meera Das,Female,32,Jaipur,Rajasthan,North,2025-06-14,Standard,Online
CUST1088,Ritu Nair,Female,18,Mumbai,Maharashtra,West,2025-06-15,Premium,Social Media
CUST1282,Rohan Verma,Male,18,Bhopal,Madhya Pradesh,Central,2025-06-15,Enterprise,Online
CUST1781,Manoj Sharma,Male,22,Kochi,Kerala,South,2025-06-16,Standard,Online
CUST1853,Arjun Gupta,Male,39,Kochi,Kerala,South,2025-06-16,Standard,Online
CUST1059,Arjun Choudhury,Male,31,Bhubaneswar,Odisha,East,2025-06-17,Standard,Online
CUST1147,Ananya Gupta,Female,34,Nagpur,Maharashtra,Central,2025-06-17,Enterprise,Online
CUST1330,Sunita Choudhury,Female,19,Nagpur,Maharashtra,Central,2025-06-19,Standard,Social Media
CUST1428,Aishwarya Verma,Female,32,Hyderabad,Telangana,South,2025-06-19,Standard,Organic Search
CUST1456,Sneha Kumar,Female,32,Kochi,Kerala,South,2025-06-19,Standard,Online
CUST1495,Suresh Rao,Male,37,Bhubaneswar,Odisha,East,2025-06-19,Standard,Retail
CUST1533,Divya Rao,Female,41,Patna,Bihar,East,2025-06-19,Standard,Retail
CUST1664,Ritu Joshi,Female,42,Chennai,Tamil Nadu,South,2025-06-19,Standard,Social Media
CUST1758,Varun Verma,Male,29,Jaipur,Rajasthan,North,2025-06-19,Premium,Organic Search
CUST1045,Amit Gupta,Male,27,Bengaluru,Karnataka,South,2025-06-20,Premium,Retail
CUST1195,Manoj Gupta,Male,28,New Delhi,Delhi,North,2025-06-20,Standard,Social Media
CUST1972,Ritu Joshi,Female,23,Bhubaneswar,Odisha,East,2025-06-20,Premium,Organic Search
CUST1415,Naveen Nair,Male,45,Bengaluru,Karnataka,South,2025-06-21,Standard,Social Media
CUST1814,Meera Choudhury,Female,30,Mumbai,Maharashtra,West,2025-06-21,Standard,Social Media
CUST1075,Aditya Singh,Male,32,Kolkata,West Bengal,East,2025-06-22,Premium,Social Media
CUST1089,Vikram Choudhury,Male,19,Kolkata,West Bengal,East,2025-06-22,Standard,Organic Search
CUST1280,Shreya Verma,Female,25,Bengaluru,Karnataka,South,2025-06-22,Premium,Retail
CUST1946,Ananya Joshi,Female,20,Jaipur,Rajasthan,North,2025-06-22,Standard,Social Media
CUST1029,Sanjay Gupta,Male,38,Kolkata,West Bengal,East,2025-06-23,Premium,Online
CUST1128,Amit Das,Male,38,Mumbai,Maharashtra,West,2025-06-23,Premium,Referral
CUST1221,Kavita Choudhury,Female,26,Kolkata,West Bengal,East,2025-06-23,Enterprise,Referral
CUST1121,Varun Sharma,Male,31,Bhubaneswar,Odisha,East,2025-06-24,Enterprise,Retail
CUST1506,Kavita Choudhury,Female,27,New Delhi,Delhi,North,2025-06-25,Enterprise,Referral
CUST1238,Ritu Gupta,Female,18,Indore,Madhya Pradesh,Central,2025-06-26,Standard,Social Media
CUST1642,Swati Iyer,Female,24,Mumbai,Maharashtra,West,2025-06-26,Standard,Online
CUST1240,Anil Choudhury,Male,42,Lucknow,Uttar Pradesh,North,2025-06-27,Enterprise,Retail
CUST1621,Manoj Patel,Male,32,Surat,Gujarat,West,2025-06-27,Enterprise,Online
CUST1355,Neha Rao,Female,28,Bhopal,Madhya Pradesh,Central,2025-06-28,Standard,Referral
CUST1362,Meera Nair,Female,38,Kochi,Kerala,South,2025-06-28,Standard,Referral
CUST1079,Tanvi Sharma,Female,19,Chennai,Tamil Nadu,South,2025-06-29,Standard,Online
CUST1817,Rahul Nair,Male,37,Patna,Bihar,East,2025-06-29,Standard,Online
CUST1028,Amit Sharma,Male,49,Bhubaneswar,Odisha,East,2025-07-01,Standard,Referral
CUST1643,Karthik Reddy,Male,27,Pune,Maharashtra,West,2025-07-01,Standard,Retail
CUST1718,Rahul Rao,Male,31,Surat,Gujarat,West,2025-07-01,Premium,Online
CUST1761,Swati Iyer,Female,45,Ahmedabad,Gujarat,West,2025-07-01,Standard,Online
CUST1903,Sneha Reddy,Female,41,New Delhi,Delhi,North,2025-07-02,Standard,Online
CUST1433,Sanjay Mehta,Male,32,Kolkata,West Bengal,East,2025-07-03,Standard,Social Media
CUST1523,Aishwarya Reddy,Female,31,Kolkata,West Bengal,East,2025-07-03,Premium,Organic Search
CUST1340,Ritu Mehta,Female,41,Hyderabad,Telangana,South,2025-07-04,Standard,Online
CUST1397,Sunita Reddy,Female,51,Bengaluru,Karnataka,South,2025-07-04,Enterprise,Online
CUST1684,Aditya Mehta,Male,48,Chennai,Tamil Nadu,South,2025-07-04,Standard,Organic Search
CUST1692,Aishwarya Iyer,Female,21,Mumbai,Maharashtra,West,2025-07-04,Enterprise,Referral
CUST1991,Anil Kumar,Male,44,Mumbai,Maharashtra,West,2025-07-04,Enterprise,Online
CUST1234,Tanvi Verma,Female,28,Chandigarh,Punjab,North,2025-07-05,Standard,Online
CUST1966,Preeti Mehta,Female,49,New Delhi,Delhi,North,2025-07-05,Standard,Referral
CUST1193,Arjun Das,Male,44,Chandigarh,Punjab,North,2025-07-06,Standard,Online
CUST1226,Amit Gupta,Male,27,Kolkata,West Bengal,East,2025-07-06,Standard,Social Media
CUST1229,Divya Das,Female,34,Indore,Madhya Pradesh,Central,2025-07-07,Standard,Retail
CUST1920,Naveen Iyer,Male,32,Bhopal,Madhya Pradesh,Central,2025-07-07,Premium,Online
CUST1260,Ritu Bose,Female,26,Bengaluru,Karnataka,South,2025-07-08,Standard,Online
CUST1407,Aditya Das,Male,30,Chandigarh,Punjab,North,2025-07-08,Standard,Social Media
CUST1480,Shreya Singh,Female,29,Mumbai,Maharashtra,West,2025-07-08,Premium,Retail
CUST1978,Pooja Sharma,Female,30,Bhubaneswar,Odisha,East,2025-07-08,Standard,Organic Search
CUST1047,Amit Choudhury,Male,32,Chennai,Tamil Nadu,South,2025-07-09,Standard,Online
CUST1520,Meera Patel,Female,33,Hyderabad,Telangana,South,2025-07-10,Premium,Online
CUST1671,Rahul Kumar,Male,21,New Delhi,Delhi,North,2025-07-10,Premium,Online
CUST1165,Shreya Sharma,Female,31,Mumbai,Maharashtra,West,2025-07-11,Enterprise,Social Media
CUST1319,Amit Joshi,Male,37,Patna,Bihar,East,2025-07-11,Standard,Retail
CUST1563,Neha Iyer,Female,33,Indore,Madhya Pradesh,Central,2025-07-11,Standard,Retail
CUST1902,Shreya Bose,Female,29,Kochi,Kerala,South,2025-07-11,Standard,Retail
CUST1999,Priya Patel,Female,28,Kolkata,West Bengal,East,2025-07-11,Standard,Email Campaign
CUST1295,Divya Choudhury,Female,20,Kolkata,West Bengal,East,2025-07-12,Standard,Email Campaign
CUST1712,Arjun Joshi,Male,44,Bengaluru,Karnataka,South,2025-07-12,Standard,Social Media
CUST1123,Aditya Iyer,Male,25,Nagpur,Maharashtra,Central,2025-07-13,Standard,Online
CUST1446,Pooja Gupta,Female,30,Chandigarh,Punjab,North,2025-07-13,Standard,Social Media
CUST1101,Meera Reddy,Female,35,Indore,Madhya Pradesh,Central,2025-07-14,Standard,Referral
CUST1715,Rahul Patel,Male,42,Lucknow,Uttar Pradesh,North,2025-07-14,Standard,Social Media
CUST1749,Preeti Kumar,Female,40,Surat,Gujarat,West,2025-07-14,Premium,Social Media
CUST1811,Ritu Joshi,Female,53,Lucknow,Uttar Pradesh,North,2025-07-14,Premium,Referral
CUST1941,Aishwarya Joshi,Female,20,Ahmedabad,Gujarat,West,2025-07-14,Standard,Online
CUST1548,Manoj Sharma,Male,29,Bengaluru,Karnataka,South,2025-07-15,Standard,Social Media
CUST1562,Rahul Gupta,Male,20,Ahmedabad,Gujarat,West,2025-07-15,Enterprise,Organic Search
CUST1606,Pooja Mehta,Female,33,Bhopal,Madhya Pradesh,Central,2025-07-15,Standard,Social Media
CUST1932,Sunita Kumar,Female,55,Chandigarh,Punjab,North,2025-07-15,Premium,Online
CUST1120,Aditya Iyer,Male,23,New Delhi,Delhi,North,2025-07-16,Standard,Retail
CUST1190,Karthik Reddy,Male,34,Indore,Madhya Pradesh,Central,2025-07-16,Standard,Retail
CUST1869,Manoj Choudhury,Male,25,Kochi,Kerala,South,2025-07-16,Standard,Retail
CUST1935,Pradeep Kumar,Male,52,Kochi,Kerala,South,2025-07-16,Standard,Organic Search
CUST1015,Rohan Gupta,Male,41,Hyderabad,Telangana,South,2025-07-17,Standard,Email Campaign
CUST1337,Ananya Kumar,Female,43,Ahmedabad,Gujarat,West,2025-07-17,Standard,Referral
CUST1923,Swati Joshi,Female,41,Kochi,Kerala,South,2025-07-17,Standard,Retail
CUST1541,Arjun Reddy,Male,41,Kochi,Kerala,South,2025-07-18,Premium,Retail
CUST1787,Pradeep Verma,Male,28,Pune,Maharashtra,West,2025-07-19,Premium,Referral
CUST1937,Preeti Joshi,Female,38,Pune,Maharashtra,West,2025-07-19,Standard,Online
CUST1969,Manoj Bose,Male,34,Bengaluru,Karnataka,South,2025-07-21,Enterprise,Organic Search
CUST1083,Naveen Patel,Male,18,Kolkata,West Bengal,East,2025-07-23,Enterprise,Online
CUST1311,Arjun Mehta,Male,27,Jaipur,Rajasthan,North,2025-07-23,Enterprise,Retail
CUST1399,Karthik Sharma,Male,40,Chennai,Tamil Nadu,South,2025-07-23,Standard,Retail
CUST1892,Naveen Gupta,Male,27,Surat,Gujarat,West,2025-07-23,Standard,Organic Search
CUST1247,Tanvi Joshi,Female,22,Surat,Gujarat,West,2025-07-24,Standard,Referral
CUST1379,Kavita Das,Female,48,Hyderabad,Telangana,South,2025-07-26,Standard,Online
CUST1478,Amit Patel,Male,50,Indore,Madhya Pradesh,Central,2025-07-26,Standard,Organic Search
CUST1323,Tanvi Rao,Female,33,Surat,Gujarat,West,2025-07-27,Standard,Online
CUST1491,Sanjay Das,Male,40,Bhubaneswar,Odisha,East,2025-07-27,Standard,Online
CUST1785,Divya Iyer,Female,41,Pune,Maharashtra,West,2025-07-27,Standard,Online
CUST1792,Sunita Rao,Female,24,Kolkata,West Bengal,East,2025-07-27,Standard,Retail
CUST1091,Swati Kumar,Female,28,Lucknow,Uttar Pradesh,North,2025-07-28,Standard,Social Media
CUST1498,Rohan Singh,Male,38,Ahmedabad,Gujarat,West,2025-07-29,Enterprise,Organic Search
CUST1680,Karthik Patel,Male,43,Ahmedabad,Gujarat,West,2025-07-29,Premium,Online
CUST1729,Ritu Das,Female,37,Chennai,Tamil Nadu,South,2025-07-29,Premium,Online
CUST1264,Deepak Joshi,Male,31,Jaipur,Rajasthan,North,2025-07-30,Standard,Retail
CUST1431,Karthik Reddy,Male,24,Bhopal,Madhya Pradesh,Central,2025-07-30,Premium,Referral
CUST1050,Varun Verma,Male,43,Chandigarh,Punjab,North,2025-07-31,Standard,Social Media
CUST1164,Deepak Das,Male,31,Lucknow,Uttar Pradesh,North,2025-07-31,Standard,Referral
CUST1306,Preeti Kumar,Female,44,Nagpur,Maharashtra,Central,2025-07-31,Enterprise,Retail
CUST1417,Arjun Patel,Male,50,Indore,Madhya Pradesh,Central,2025-07-31,Premium,Referral
CUST1725,Tanvi Choudhury,Female,35,Ahmedabad,Gujarat,West,2025-07-31,Enterprise,Online
CUST1755,Arjun Bose,Male,37,Bhubaneswar,Odisha,East,2025-07-31,Standard,Online
CUST1072,Arjun Singh,Male,42,Hyderabad,Telangana,South,2025-08-01,Standard,Retail
CUST1119,Aditya Choudhury,Male,31,Mumbai,Maharashtra,West,2025-08-01,Premium,Email Campaign
CUST1368,Kavita Gupta,Female,18,Bhopal,Madhya Pradesh,Central,2025-08-01,Premium,Referral
CUST1276,Naveen Choudhury,Male,18,Chandigarh,Punjab,North,2025-08-02,Premium,Online
CUST1410,Pooja Rao,Female,49,Lucknow,Uttar Pradesh,North,2025-08-02,Enterprise,Online
CUST1510,Rahul Joshi,Male,22,Kochi,Kerala,South,2025-08-02,Standard,Online
CUST1699,Pradeep Kumar,Male,41,Bhubaneswar,Odisha,East,2025-08-02,Enterprise,Online
CUST1793,Aditya Verma,Male,37,Surat,Gujarat,West,2025-08-02,Standard,Email Campaign
CUST1074,Neha Mehta,Female,26,Kolkata,West Bengal,East,2025-08-03,Standard,Social Media
CUST1150,Divya Gupta,Female,43,Nagpur,Maharashtra,Central,2025-08-03,Standard,Social Media
